method,dataset,seed,shot,category,revision,region_grid,region_fraction_of_canvas,pixel_ap,pixel_auroc,n_pixels,seconds,source,source_table,note
AnomalyCLIP_zeroshot_518,mvtec,0,1,carpet,corrected,392x392,0.765625,0.6016790212182163,0.9853651912471961,17978688,4.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\anomalyclip_zs\region_maps\anomalyclip_zeroshot_518\mvtec_s0_k1_carpet.npz,05_baselines_ext_20260921/AnomalyCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mvtec,0,1,grid,corrected,392x392,0.765625,0.29819477625946994,0.9818445323796082,11985792,2.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mvtec_s0_k1_grid.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mvtec,0,1,grid,corrected,392x392,0.765625,0.04432205540706935,0.7807654879973122,11985792,2.8,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mvtec_s0_k1_grid.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
AnomalyCLIP_zeroshot_518,mvtec,0,1,grid,corrected,392x392,0.765625,0.3237412566876399,0.9818622825525039,11985792,2.8,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\anomalyclip_zs\region_maps\anomalyclip_zeroshot_518\mvtec_s0_k1_grid.npz,05_baselines_ext_20260921/AnomalyCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mvtec,0,1,hazelnut,corrected,392x392,0.765625,0.5662274800211943,0.9825373813059323,16903040,3.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mvtec_s0_k1_hazelnut.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mvtec,0,1,hazelnut,corrected,392x392,0.765625,0.5169736201012517,0.9725351308567295,16903040,4.1,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mvtec_s0_k1_hazelnut.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
AnomalyCLIP_zeroshot_518,mvtec,0,1,hazelnut,corrected,392x392,0.765625,0.47129156766569585,0.9661990287908361,16903040,4.1,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\anomalyclip_zs\region_maps\anomalyclip_zeroshot_518\mvtec_s0_k1_hazelnut.npz,05_baselines_ext_20260921/AnomalyCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mvtec,0,1,leather,corrected,392x392,0.765625,0.2361167670951918,0.9841568377406784,19054336,4.4,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mvtec_s0_k1_leather.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mvtec,0,1,leather,corrected,392x392,0.765625,0.31263837755259805,0.9821384109057265,19054336,4.7,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mvtec_s0_k1_leather.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
AnomalyCLIP_zeroshot_518,mvtec,0,1,leather,corrected,392x392,0.765625,0.2436409026508357,0.9842962715268604,19054336,4.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\anomalyclip_zs\region_maps\anomalyclip_zeroshot_518\mvtec_s0_k1_leather.npz,05_baselines_ext_20260921/AnomalyCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mvtec,0,1,metal_nut,corrected,392x392,0.765625,0.5841292979906592,0.9127017106607955,17671360,5.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mvtec_s0_k1_metal_nut.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mvtec,0,1,metal_nut,corrected,392x392,0.765625,0.18327594776979764,0.5881042941772763,17671360,5.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mvtec_s0_k1_metal_nut.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
AnomalyCLIP_zeroshot_518,mvtec,0,1,metal_nut,corrected,392x392,0.765625,0.6012678324860757,0.88547943543424,17671360,5.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\anomalyclip_zs\region_maps\anomalyclip_zeroshot_518\mvtec_s0_k1_metal_nut.npz,05_baselines_ext_20260921/AnomalyCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mvtec,0,1,pill,corrected,392x392,0.765625,0.5083671736710933,0.9510441659014879,25661888,6.4,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mvtec_s0_k1_pill.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mvtec,0,1,pill,corrected,392x392,0.765625,0.4262196817277428,0.9300856475247268,25661888,6.5,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mvtec_s0_k1_pill.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
AnomalyCLIP_zeroshot_518,mvtec,0,1,pill,corrected,392x392,0.765625,0.38651395285638546,0.8918680323558534,25661888,6.4,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\anomalyclip_zs\region_maps\anomalyclip_zeroshot_518\mvtec_s0_k1_pill.npz,05_baselines_ext_20260921/AnomalyCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mvtec,0,1,screw,corrected,392x392,0.765625,0.03808985855301738,0.9383626279897999,24586240,5.4,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mvtec_s0_k1_screw.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mvtec,0,1,screw,corrected,392x392,0.765625,0.042337866476614784,0.9262635802343724,24586240,5.8,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mvtec_s0_k1_screw.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
AnomalyCLIP_zeroshot_518,mvtec,0,1,screw,corrected,392x392,0.765625,0.2605315406428976,0.9668840288685935,24586240,5.7,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\anomalyclip_zs\region_maps\anomalyclip_zeroshot_518\mvtec_s0_k1_screw.npz,05_baselines_ext_20260921/AnomalyCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mvtec,0,1,tile,corrected,392x392,0.765625,0.5585356904690808,0.9643686277515389,17978688,4.5,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mvtec_s0_k1_tile.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mvtec,0,1,tile,corrected,392x392,0.765625,0.32289157291628934,0.8330345889235966,17978688,4.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mvtec_s0_k1_tile.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
AnomalyCLIP_zeroshot_518,mvtec,0,1,tile,corrected,392x392,0.765625,0.6751235498664082,0.948679403531914,17978688,4.8,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\anomalyclip_zs\region_maps\anomalyclip_zeroshot_518\mvtec_s0_k1_tile.npz,05_baselines_ext_20260921/AnomalyCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mvtec,0,1,toothbrush,corrected,392x392,0.765625,0.558448831844571,0.9862144355397875,6453888,1.4,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mvtec_s0_k1_toothbrush.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mvtec,0,1,toothbrush,corrected,392x392,0.765625,0.2517737435788644,0.9478381258971879,6453888,1.5,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mvtec_s0_k1_toothbrush.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
AnomalyCLIP_zeroshot_518,mvtec,0,1,toothbrush,corrected,392x392,0.765625,0.30204820905525903,0.9270978088148764,6453888,1.4,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\anomalyclip_zs\region_maps\anomalyclip_zeroshot_518\mvtec_s0_k1_toothbrush.npz,05_baselines_ext_20260921/AnomalyCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mvtec,0,1,transistor,corrected,392x392,0.765625,0.5086675762112959,0.8919577552675837,15366400,3.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mvtec_s0_k1_transistor.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mvtec,0,1,transistor,corrected,392x392,0.765625,0.20033903976168288,0.678373285775333,15366400,4.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mvtec_s0_k1_transistor.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
AnomalyCLIP_zeroshot_518,mvtec,0,1,transistor,corrected,392x392,0.765625,0.16552536172091384,0.690821201028708,15366400,4.1,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\anomalyclip_zs\region_maps\anomalyclip_zeroshot_518\mvtec_s0_k1_transistor.npz,05_baselines_ext_20260921/AnomalyCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mvtec,0,1,wood,corrected,392x392,0.765625,0.6021356897749297,0.9585378341960034,12139456,2.7,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mvtec_s0_k1_wood.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mvtec,0,1,wood,corrected,392x392,0.765625,0.4390765220277881,0.9163285425362957,12139456,3.0,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mvtec_s0_k1_wood.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
AnomalyCLIP_zeroshot_518,mvtec,0,1,wood,corrected,392x392,0.765625,0.5858727933954828,0.9725526818671728,12139456,2.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\anomalyclip_zs\region_maps\anomalyclip_zeroshot_518\mvtec_s0_k1_wood.npz,05_baselines_ext_20260921/AnomalyCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mvtec,0,1,zipper,corrected,392x392,0.765625,0.6060749409354276,0.9781267958507265,23203264,5.4,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mvtec_s0_k1_zipper.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mvtec,0,1,zipper,corrected,392x392,0.765625,0.45343126853751353,0.966767849396387,23203264,5.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mvtec_s0_k1_zipper.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
AnomalyCLIP_zeroshot_518,mvtec,0,1,zipper,corrected,392x392,0.765625,0.5093539903129548,0.9505484575542059,23203264,5.7,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\anomalyclip_zs\region_maps\anomalyclip_zeroshot_518\mvtec_s0_k1_zipper.npz,05_baselines_ext_20260921/AnomalyCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mvtec,0,4,bottle,corrected,392x392,0.765625,0.7446132890881254,0.9795504486373038,12754112,3.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mvtec_s0_k4_bottle.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mvtec,0,4,bottle,corrected,392x392,0.765625,0.5392613422023084,0.9006219920825492,12754112,3.5,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mvtec_s0_k4_bottle.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mvtec,0,4,cable,corrected,392x392,0.765625,0.5380388011115248,0.9397195619753578,23049600,5.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mvtec_s0_k4_cable.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mvtec,0,4,cable,corrected,392x392,0.765625,0.052229035540030125,0.5058139331112395,23049600,6.1,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mvtec_s0_k4_cable.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mvtec,0,4,capsule,corrected,392x392,0.765625,0.48830491367166845,0.9808858129621615,20283648,4.7,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mvtec_s0_k4_capsule.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mvtec,0,4,capsule,corrected,392x392,0.765625,0.08106862802317819,0.8842781502258988,20283648,5.0,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mvtec_s0_k4_capsule.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mvtec,0,4,carpet,corrected,392x392,0.765625,0.5403104066850323,0.989729469857387,17978688,4.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mvtec_s0_k4_carpet.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mvtec,0,4,carpet,corrected,392x392,0.765625,0.6330580037603383,0.9838634156275887,17978688,4.4,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mvtec_s0_k4_carpet.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
